problem,formal_index,case_code,series_id,k_cleared_before,channel,phase,channel_previously_discovered,response_line,event,virtual_time_s,k_cleared_after,timing_basis
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,2,search,0,502,no_signal,4114.505024,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,4,search,0,504,no_signal,4120.505024,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,5,search,0,506,no_signal,4126.505024,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,6,search,0,508,no_signal,4132.505024,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,8,search,0,510,no_signal,4138.505024,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,10,search,0,512,no_signal,4144.505024,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,14,search,0,514,no_signal,4150.505024,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,15,search,0,516,no_signal,4156.505024,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,20,search,0,518,no_signal,4162.505024,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,20,search,0,520,no_signal,4361.101670,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,2,search,0,522,no_signal,4367.101670,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,4,search,0,524,no_signal,4373.101670,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,5,search,0,526,no_signal,4379.101670,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,6,search,0,528,no_signal,4385.101670,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,8,search,0,530,no_signal,4391.101670,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,10,search,0,532,no_signal,4397.101670,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,14,search,0,534,no_signal,4403.101670,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,15,search,0,536,no_signal,4409.101670,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,19,search,0,538,no_signal,4415.101670,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,19,search,0,540,no_signal,4613.698316,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,2,search,0,542,no_signal,4619.698316,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,4,search,0,544,no_signal,4625.698316,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,5,search,0,546,no_signal,4631.698316,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,6,search,0,548,no_signal,4637.698316,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,8,search,0,550,no_signal,4643.698316,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,10,search,0,552,no_signal,4649.698316,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,14,search,0,554,no_signal,4655.698316,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,15,search,0,556,no_signal,4661.698316,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,20,search,0,558,no_signal,4667.698316,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,20,search,0,560,no_signal,4866.294962,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,2,search,0,562,no_signal,4872.294962,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,4,search,0,564,no_signal,4878.294962,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,5,search,0,566,no_signal,4884.294962,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,6,search,0,568,no_signal,4890.294962,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,8,search,0,570,no_signal,4896.294962,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,10,search,0,572,no_signal,4902.294962,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,14,search,0,574,no_signal,4908.294962,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,15,search,0,576,no_signal,4914.294962,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,19,search,0,578,no_signal,4920.294962,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,19,search,0,580,no_signal,5118.891608,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,2,search,0,582,no_signal,5124.891608,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,4,search,0,584,no_signal,5130.891608,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,5,search,0,586,no_signal,5136.891608,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,6,search,0,588,no_signal,5142.891608,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,8,search,0,590,no_signal,5148.891608,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,10,search,0,592,no_signal,5154.891608,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,14,search,0,594,no_signal,5160.891608,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,15,search,0,596,no_signal,5166.891608,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,20,search,0,598,no_signal,5172.891608,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,13,optical_fallback,1,600,optical_fallback_start,5172.891608,9,preceding_response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,13,optical_fallback,1,600,optical_fallback_success,5291.925448,10,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,10,20,search,0,602,no_signal,5449.114275,10,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,10,2,search,0,604,no_signal,5455.114275,10,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,10,4,search,0,606,no_signal,5461.114275,10,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,10,5,search,0,608,no_signal,5467.114275,10,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,10,6,search,0,610,no_signal,5473.114275,10,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,10,8,search,0,612,no_signal,5479.114275,10,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,10,10,search,0,614,no_signal,5485.114275,10,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,10,14,search,0,616,no_signal,5491.114275,10,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,10,15,search,0,618,no_signal,5497.114275,10,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,10,19,search,0,620,no_signal,5503.114275,10,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,10,19,search,0,622,no_signal,5701.710921,10,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,10,2,search,0,624,no_signal,5707.710921,10,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,10,4,search,0,626,no_signal,5713.710921,10,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,10,5,search,0,628,no_signal,5719.710921,10,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,10,6,search,0,630,no_signal,5725.710921,10,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,10,8,search,0,632,no_signal,5731.710921,10,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,10,10,search,0,634,no_signal,5737.710921,10,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,10,14,search,0,636,no_signal,5743.710921,10,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,10,15,search,0,638,no_signal,5749.710921,10,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,10,20,search,0,640,no_signal,5755.710921,10,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,0,1,search,0,4,no_signal,5.000000,0,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,0,3,search,0,8,no_signal,17.000000,0,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,0,4,search,0,10,no_signal,23.000000,0,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,0,6,search,0,14,no_signal,35.000000,0,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,0,7,search,0,16,no_signal,41.000000,0,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,0,8,search,0,18,no_signal,47.000000,0,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,0,12,search,0,26,no_signal,71.000000,0,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,0,14,search,0,30,no_signal,83.000000,0,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,0,16,search,0,34,no_signal,95.000000,0,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,0,19,search,0,40,no_signal,113.000000,0,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,0,20,search,1,44,no_signal,314.000000,0,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,0,1,search,0,46,no_signal,320.000000,0,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,0,3,search,0,50,no_signal,332.000000,0,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,0,4,search,0,52,no_signal,338.000000,0,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,0,6,search,0,56,no_signal,350.000000,0,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,0,7,search,0,58,no_signal,356.000000,0,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,0,8,search,0,60,no_signal,362.000000,0,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,0,11,search,1,66,no_signal,380.000000,0,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,0,12,search,0,68,no_signal,386.000000,0,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,0,14,search,0,72,no_signal,398.000000,0,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,0,16,search,0,76,no_signal,410.000000,0,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,0,17,search,1,78,no_signal,416.000000,0,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,0,18,search,1,80,no_signal,422.000000,0,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,0,19,search,0,82,no_signal,428.000000,0,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,0,13,optical_fallback,1,84,optical_fallback_start,428.000000,0,preceding_response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,0,13,optical_fallback,1,84,clear_no_target_in_range,456.601620,0,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,0,13,optical_fallback,1,86,clear_no_target_in_range,463.814551,0,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,0,13,optical_fallback,1,88,optical_fallback_success,473.027482,1,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,2,15,optical_fallback,1,92,optical_fallback_start,542.655640,2,preceding_response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,2,15,optical_fallback,1,92,clear_no_target_in_range,625.303918,2,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,2,15,optical_fallback,1,94,clear_no_target_in_range,632.012048,2,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,2,15,optical_fallback,1,96,optical_fallback_success,640.767262,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,19,search,0,98,no_signal,672.127178,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,1,search,0,100,no_signal,678.127178,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,3,search,0,102,no_signal,684.127178,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,4,search,0,104,no_signal,690.127178,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,6,search,0,106,no_signal,696.127178,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,7,search,0,108,no_signal,702.127178,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,8,search,0,110,no_signal,708.127178,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,11,search,1,112,no_signal,714.127178,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,12,search,0,114,no_signal,720.127178,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,14,search,0,116,no_signal,726.127178,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,16,search,0,118,no_signal,732.127178,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,17,search,1,120,no_signal,738.127178,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,18,search,1,122,no_signal,744.127178,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,20,search,1,124,no_signal,750.127178,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,20,search,1,126,no_signal,853.478415,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,1,search,0,128,no_signal,859.478415,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,3,search,0,130,no_signal,865.478415,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,4,search,0,132,no_signal,871.478415,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,6,search,0,134,no_signal,877.478415,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,7,search,0,136,no_signal,883.478415,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,8,search,0,138,no_signal,889.478415,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,11,search,1,140,no_signal,895.478415,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,12,search,0,142,no_signal,901.478415,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,14,search,0,144,no_signal,907.478415,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,16,search,0,146,no_signal,913.478415,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,17,search,1,148,no_signal,919.478415,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,19,search,0,150,no_signal,925.478415,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,19,search,0,152,no_signal,1028.829652,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,1,search,0,154,no_signal,1034.829652,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,3,search,0,156,no_signal,1040.829652,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,4,search,0,158,no_signal,1046.829652,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,6,search,0,160,no_signal,1052.829652,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,7,search,0,162,no_signal,1058.829652,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,8,search,0,164,no_signal,1064.829652,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,11,search,1,166,no_signal,1070.829652,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,14,search,0,170,no_signal,1082.829652,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,16,search,0,172,no_signal,1088.829652,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,17,search,1,174,no_signal,1094.829652,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,18,search,1,176,no_signal,1100.829652,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,20,search,1,178,no_signal,1106.829652,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,20,search,1,180,no_signal,1210.180889,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,1,search,0,182,no_signal,1216.180889,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,3,search,0,184,no_signal,1222.180889,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,4,search,0,186,no_signal,1228.180889,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,6,search,0,188,no_signal,1234.180889,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,7,search,0,190,no_signal,1240.180889,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,8,search,0,192,no_signal,1246.180889,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,11,search,1,194,no_signal,1252.180889,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,14,search,0,198,no_signal,1264.180889,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,16,search,0,200,no_signal,1270.180889,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,18,search,1,204,no_signal,1282.180889,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,19,search,0,206,no_signal,1288.180889,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,19,search,0,208,no_signal,1391.532126,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,1,search,0,210,no_signal,1397.532126,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,3,search,0,212,no_signal,1403.532126,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,4,search,0,214,no_signal,1409.532126,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,6,search,0,216,no_signal,1415.532126,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,7,search,0,218,no_signal,1421.532126,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,8,search,0,220,no_signal,1427.532126,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,11,search,1,222,no_signal,1433.532126,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,14,search,0,224,no_signal,1439.532126,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,16,search,0,226,no_signal,1445.532126,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,18,search,1,228,no_signal,1451.532126,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,20,search,1,230,no_signal,1457.532126,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,1,search,0,234,no_signal,1566.883363,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,3,search,0,236,no_signal,1572.883363,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,4,search,0,238,no_signal,1578.883363,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,6,search,0,240,no_signal,1584.883363,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,7,search,0,242,no_signal,1590.883363,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,8,search,0,244,no_signal,1596.883363,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,11,search,1,246,no_signal,1602.883363,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,3,14,search,0,248,no_signal,1608.883363,3,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,4,5,optical_fallback,1,258,optical_fallback_start,1748.618181,4,preceding_response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,4,5,optical_fallback,1,258,optical_fallback_success,1832.736593,5,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,6,19,search,1,262,no_signal,2017.003559,6,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,6,1,search,0,264,no_signal,2023.003559,6,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,6,3,search,0,268,no_signal,2035.003559,6,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,6,4,search,0,270,no_signal,2041.003559,6,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,6,6,search,0,272,no_signal,2047.003559,6,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,6,7,search,0,274,no_signal,2053.003559,6,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,6,8,search,0,276,no_signal,2059.003559,6,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,6,14,search,0,280,no_signal,2071.003559,6,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,6,16,search,1,282,no_signal,2077.003559,6,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,6,20,search,1,284,no_signal,2083.003559,6,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,6,1,search,0,288,no_signal,2192.354796,6,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,6,3,search,0,292,no_signal,2204.354796,6,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,6,4,search,0,294,no_signal,2210.354796,6,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,6,6,search,0,296,no_signal,2216.354796,6,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,6,7,search,0,298,no_signal,2222.354796,6,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,6,16,search,1,306,no_signal,2246.354796,6,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,6,19,search,1,310,no_signal,2258.354796,6,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,7,14,optical_fallback,1,316,optical_fallback_start,2383.870550,7,preceding_response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,7,14,optical_fallback,1,316,clear_no_target_in_range,2481.145103,7,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,7,14,optical_fallback,1,318,optical_fallback_success,2490.345650,8,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,8,1,search,0,320,no_signal,2568.744813,8,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,8,3,search,0,322,no_signal,2574.744813,8,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,8,4,search,0,324,no_signal,2580.744813,8,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,8,6,search,0,326,no_signal,2586.744813,8,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,8,7,search,0,328,no_signal,2592.744813,8,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,8,16,search,1,332,no_signal,2604.744813,8,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,8,19,search,1,334,no_signal,2610.744813,8,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,8,19,search,1,336,no_signal,2809.341459,8,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,8,1,search,0,338,no_signal,2815.341459,8,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,8,3,search,0,340,no_signal,2821.341459,8,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,8,4,search,0,342,no_signal,2827.341459,8,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,8,6,search,0,344,no_signal,2833.341459,8,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,8,7,search,0,346,no_signal,2839.341459,8,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,8,16,search,1,348,no_signal,2845.341459,8,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,8,16,search,1,350,no_signal,3043.938105,8,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,8,1,search,0,352,no_signal,3049.938105,8,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,8,3,search,0,354,no_signal,3055.938105,8,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,8,4,search,0,356,no_signal,3061.938105,8,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,8,6,search,0,358,no_signal,3067.938105,8,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,8,7,search,0,360,no_signal,3073.938105,8,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,8,19,search,1,362,no_signal,3079.938105,8,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,8,19,search,1,364,no_signal,3278.534751,8,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,8,1,search,0,366,no_signal,3284.534751,8,response_end
Q4,2,SXAN-9UWV-2X8Z-GZ58,Q4-正式2,8,3,search,0,368,no_signal,3290.534751,8,response_end
